MeasureId,MeasureType,StratificationLevel,StateFips,StateName,CountyName,ReportYear,Value,UnitName,DataOrigin,MonitorOnly
296,Average,State x County,1,Alabama,Limestone,2010,11.75931315,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,1,Alabama,Lowndes,2010,10.49236258,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,1,Alabama,Macon,2010,11.38846424,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,1,Alabama,Madison,2010,11.93434102,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,1,Alabama,Marengo,2010,10.51597971,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,1,Alabama,Marion,2010,10.73701142,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,1,Alabama,Marshall,2010,12.02965686,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,1,Alabama,Mobile,2010,9.891120877,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,1,Alabama,Monroe,2010,10.04321816,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,1,Alabama,Montgomery,2010,11.28837084,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,1,Alabama,Morgan,2010,11.82407608,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,1,Alabama,Perry,2010,10.35720557,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,1,Alabama,Pickens,2010,10.50389051,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,1,Alabama,Pike,2010,10.70890243,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,1,Alabama,Randolph,2010,11.6837727,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,1,Alabama,Russell,2010,12.31287923,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,1,Alabama,St. Clair,2010,12.3624118,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,1,Alabama,Shelby,2010,12.21291684,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,1,Alabama,Sumter,2010,10.37973562,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,1,Alabama,Talladega,2010,12.08258888,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,1,Alabama,Tallapoosa,2010,11.49178369,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,1,Alabama,Tuscaloosa,2010,11.07137453,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,1,Alabama,Walker,2010,11.68197737,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,1,Alabama,Washington,2010,9.736589975,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,1,Alabama,Wilcox,2010,10.14446634,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,1,Alabama,Winston,2010,11.27050378,Micograms per cubic meter,Monitor & Modeled,0
87,Average,State x County,2,Alaska,Fairbanks North Star,2010,13.15899213,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,2,Alaska,Matanuska-Susitna,2010,7.520685971,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,2,Alaska,Anchorage,2010,5.546979167,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,2,Alaska,Juneau,2010,7.031800595,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,4,Arizona,Cochise,2010,6.762380952,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,4,Arizona,Pinal,2010,12.39202381,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,4,Arizona,Pima,2010,5.161229475,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,4,Arizona,Yavapai,2010,3.866465201,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,4,Arizona,Yuma,2010,7.357633929,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,4,Arizona,Maricopa,2010,9.228553022,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,4,Arizona,Santa Cruz,2010,10.44305556,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,4,Arizona,Coconino,2010,5.075,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,4,Arizona,Apache,2010,5.963713778,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,4,Arizona,Cochise,2010,6.383209666,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,4,Arizona,Coconino,2010,6.19750874,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,4,Arizona,Gila,2010,6.602318255,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,4,Arizona,Graham,2010,6.455921666,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,4,Arizona,Greenlee,2010,5.722090337,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,4,Arizona,La Paz,2010,6.102799847,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,4,Arizona,Maricopa,2010,10.49259503,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,4,Arizona,Mohave,2010,6.120551696,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,4,Arizona,Navajo,2010,6.052619685,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,4,Arizona,Pima,2010,7.236758858,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,4,Arizona,Pinal,2010,8.513099285,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,4,Arizona,Santa Cruz,2010,6.596273592,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,4,Arizona,Yavapai,2010,6.143386411,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,4,Arizona,Yuma,2010,6.940100373,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,5,Arkansas,Polk,2010,10.95801677,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,5,Arkansas,Phillips,2010,11.46093066,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,5,Arkansas,Ashley,2010,11.1493894,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,5,Arkansas,Faulkner,2010,10.98071813,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,5,Arkansas,Garland,2010,10.99973118,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,5,Arkansas,Union,2010,11.59925844,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,5,Arkansas,Pulaski,2010,12.59130018,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,5,Arkansas,Sebastian,2010,11.54858934,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,5,Arkansas,Washington,2010,11.13979885,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,5,Arkansas,White,2010,11.62831059,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,5,Arkansas,Jackson,2010,11.00178624,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,5,Arkansas,Crittenden,2010,11.80553393,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,5,Arkansas,Arkansas,2010,11.51708333,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,5,Arkansas,Pope,2010,11.28643678,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,5,Arkansas,Arkansas,2010,11.44621595,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,5,Arkansas,Ashley,2010,10.78509493,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,5,Arkansas,Baxter,2010,10.74047836,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Benton,2010,11.17182255,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Boone,2010,10.42292631,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Bradley,2010,10.7958012,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Calhoun,2010,10.68488683,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Carroll,2010,10.31408182,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Chicot,2010,10.71223282,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Clark,2010,10.88616621,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Clay,2010,11.63421724,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Cleburne,2010,11.33607536,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Cleveland,2010,10.90849442,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Columbia,2010,10.40035373,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Conway,2010,11.61212833,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Craighead,2010,11.96128411,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Crawford,2010,11.0834664,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Crittenden,2010,12.0191093,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,5,Arkansas,Cross,2010,11.74956661,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Dallas,2010,10.97598465,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Desha,2010,10.97644351,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Drew,2010,10.65991059,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Faulkner,2010,11.71916687,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,5,Arkansas,Franklin,2010,10.75105656,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Fulton,2010,10.78216214,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Garland,2010,10.89434862,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,5,Arkansas,Grant,2010,11.16596645,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Greene,2010,11.63978993,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Hempstead,2010,10.73932851,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Hot Spring,2010,11.19478463,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Howard,2010,10.61985925,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Independence,2010,11.4814538,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Izard,2010,11.02552343,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Jackson,2010,11.5793775,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,5,Arkansas,Jefferson,2010,11.89899129,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Johnson,2010,10.75352967,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Lafayette,2010,10.30934481,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Lawrence,2010,11.68579599,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Lee,2010,11.45738972,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Lincoln,2010,11.1781729,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Little River,2010,10.89110552,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Logan,2010,10.80537659,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Lonoke,2010,12.21267951,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Madison,2010,10.20210766,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Marion,2010,10.5759695,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Miller,2010,10.74702553,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Mississippi,2010,11.80579732,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Monroe,2010,11.46611314,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Montgomery,2010,10.3900668,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Nevada,2010,10.63373477,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Newton,2010,9.986801299,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Ouachita,2010,10.93817998,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Perry,2010,11.24862771,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Phillips,2010,11.30822811,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,5,Arkansas,Pike,2010,10.56035471,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Poinsett,2010,11.97819756,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Polk,2010,10.20503888,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,5,Arkansas,Pope,2010,11.26559845,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,5,Arkansas,Prairie,2010,11.55146312,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Pulaski,2010,13.16012776,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,5,Arkansas,Randolph,2010,11.38342648,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,St. Francis,2010,11.64766439,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Saline,2010,12.10920389,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Scott,2010,10.19196812,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Searcy,2010,10.57691548,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Sebastian,2010,11.07827158,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,5,Arkansas,Sevier,2010,10.52759444,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Sharp,2010,11.12846491,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Stone,2010,10.79126263,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Union,2010,10.95467941,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,5,Arkansas,Van Buren,2010,11.1022432,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Washington,2010,10.96413938,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,5,Arkansas,White,2010,11.82298275,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,5,Arkansas,Woodruff,2010,11.46102232,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,5,Arkansas,Yell,2010,11.18412445,Micograms per cubic meter,Monitor & Modeled,0
87,Average,State x County,6,California,Humboldt,2010,5.610563538,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Solano,2010,7.735509615,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Alameda,2010,7.629598176,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Kings,2010,13.57680051,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Ventura,2010,8.9621875,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Plumas,2010,9.65625821,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Lake,2010,3.054895833,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Inyo,2010,5.402771959,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,San Bernardino,2010,12.99783342,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Nevada,2010,5.675492601,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Tulare,2010,13.57576752,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Shasta,2010,4.581071429,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Yolo,2010,5.675147059,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Imperial,2010,12.91971966,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Kern,2010,17.61427795,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,San Diego,2010,10.81449825,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Monterey,2010,4.536458333,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Siskiyou,2010,4.497186147,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Sacramento,2010,8.7915625,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Santa Clara,2010,8.833585434,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Butte,2010,8.031021062,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,San Luis Obispo,2010,5.489375,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Riverside,2010,15.20743403,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Los Angeles,2010,12.52425926,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Fresno,2010,13.44070682,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Placer,2010,6.648333333,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Orange,2010,10.17922504,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Merced,2010,11.22371858,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Sutter,2010,5.940316835,Micograms per cubic meter,Monitor Only,1
87,Average,State x County,6,California,Contra Costa,2010,7.115259042,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Alameda,2010,9.255254641,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Alpine,2010,5.676465008,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,6,California,Amador,2010,7.934684816,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,6,California,Butte,2010,7.670180934,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Calaveras,2010,7.9643094,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Colusa,2010,6.34047703,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Contra Costa,2010,8.734440841,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Del Norte,2010,5.798455707,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,6,California,El Dorado,2010,8.35253706,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,6,California,Fresno,2010,13.26227319,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Glenn,2010,7.066853005,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,6,California,Humboldt,2010,6.323942726,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Imperial,2010,9.823892088,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Inyo,2010,6.383795299,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Kern,2010,15.18831096,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Kings,2010,12.85687162,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Lake,2010,5.296283529,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Lassen,2010,6.528446011,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,6,California,Los Angeles,2010,14.16054795,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Madera,2010,11.93936801,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,6,California,Marin,2010,8.938351614,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,6,California,Mariposa,2010,8.600527005,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,6,California,Mendocino,2010,5.698823523,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,6,California,Merced,2010,11.2495304,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Modoc,2010,6.119455501,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,6,California,Mono,2010,6.486213625,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,6,California,Monterey,2010,8.303950299,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Napa,2010,8.088038145,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,6,California,Nevada,2010,6.916817458,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Orange,2010,10.30276959,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Placer,2010,8.910302337,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Plumas,2010,7.339344515,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Riverside,2010,15.18794521,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Sacramento,2010,9.716136088,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,San Benito,2010,8.275146759,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,6,California,San Bernardino,2010,14.23998841,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,San Diego,2010,11.07318087,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,San Francisco,2010,10.12743326,Micograms per cubic meter,Monitor & Modeled,0
296,Average,State x County,6,California,San Joaquin,2010,10.09728899,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,San Luis Obispo,2010,8.81323131,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,San Mateo,2010,9.180909619,Micograms per cubic meter,Monitor Only,1
296,Average,State x County,6,California,Santa Barbara,2010,8.693627016,Micograms per cubic meter,Monitor Only,1
